tip_label,scientificName,spp,validName
Hesperiidae_Hesperiinae_Hesperiini_Poanes_zabulon,Poanes zabulon,Poanes_zabulon,Poanes zabulon
Hesperiidae_Hesperiinae_Hesperiini_Stinga_morrisoni,Stinga morrisoni,Stinga_morrisoni,Stinga morrisoni
Hesperiidae_Hesperiinae_Hesperiini_Poanes_massasoit,Poanes massasoit,Poanes_massasoit,Poanes massasoit
Hesperiidae_Hesperiinae_Hesperiini_Poanes_viator,Poanes viator,Poanes_viator,Poanes viator
Hesperiidae_Hesperiinae_Hesperiini_Poanes_aaroni,Poanes aaroni,Poanes_aaroni,Poanes aaroni
Hesperiidae_Hesperiinae_Hesperiini_Poanes_yehl,Poanes yehl,Poanes_yehl,Poanes yehl
Hesperiidae_Hesperiinae_Hesperiini_Ochlodes_yuma,Ochlodes yuma,Ochlodes_yuma,Ochlodes yuma
Hesperiidae_Hesperiinae_Hesperiini_Ochlodes_sylvanoides,Ochlodes sylvanoides,Ochlodes_sylvanoides,Ochlodes sylvanoides
Hesperiidae_Hesperiinae_Hesperiini_Polites_vibex,Polites vibex,Polites_vibex,Polites vibex
Hesperiidae_Hesperiinae_Hesperiini_Polites_themistocles,Polites themistocles,Polites_themistocles,Polites themistocles
Hesperiidae_Hesperiinae_Hesperiini_Polites_mardon,Polites mardon,Polites_mardon,Polites mardon
Hesperiidae_Hesperiinae_Hesperiini_Polites_sabuleti,Polites sabuleti,Polites_sabuleti,Polites sabuleti
Hesperiidae_Hesperiinae_Hesperiini_Polites_draco,Polites draco,Polites_draco,Polites draco
Hesperiidae_Hesperiinae_Hesperiini_Poanes_hobomok,Poanes hobomok,Poanes_hobomok,Poanes hobomok
Hesperiidae_Hesperiinae_Hesperiini_Ochlodes_agricola,Ochlodes agricola,Ochlodes_agricola,Ochlodes agricola
Hesperiidae_Hesperiinae_Hesperiini_Polites_rhesus,Polites rhesus,Polites_rhesus,Polites rhesus
Hesperiidae_Hesperiinae_Hesperiini_Polites_baracoa,Polites baracoa,Polites_baracoa,Polites baracoa
Hesperiidae_Hesperiinae_Hesperiini_Wallengrenia_otho,Wallengrenia otho,Wallengrenia_otho,Wallengrenia otho
Hesperiidae_Hesperiinae_Hesperiini_Wallengrenia_egeremet,Wallengrenia egeremet,Wallengrenia_egeremet,Wallengrenia egeremet
Hesperiidae_Hesperiinae_Hesperiini_Pompeius_pompeius,Pompeius pompeius,Pompeius_pompeius,Pompeius pompeius
Hesperiidae_Hesperiinae_Hesperiini_Polites_mystic,Polites mystic,Polites_mystic,Polites mystic
Hesperiidae_Hesperiinae_Hesperiini_Polites_sonora,Polites sonora,Polites_sonora,Polites sonora
Hesperiidae_Hesperiinae_Hesperiini_Hylephila_phyleus,Hylephila phyleus,Hylephila_phyleus,Hylephila phyleus
Hesperiidae_Hesperiinae_Hesperiini_Pompeius_dares,Pompeius dares,Pompeius_dares,Pompeius dares
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_nevada,Hesperia nevada,Hesperia_nevada,Hesperia nevada
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_meskei,Hesperia meskei,Hesperia_meskei,Hesperia meskei
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_uncas,Hesperia uncas,Hesperia_uncas,Hesperia uncas
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_metea,Hesperia metea,Hesperia_metea,Hesperia metea
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_attalus,Hesperia attalus,Hesperia_attalus,Hesperia attalus
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_viridis,Hesperia viridis,Hesperia_viridis,Hesperia viridis
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_pahaska,Hesperia pahaska,Hesperia_pahaska,Hesperia pahaska
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_ottoe,Hesperia ottoe,Hesperia_ottoe,Hesperia ottoe
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_columbia,Hesperia columbia,Hesperia_columbia,Hesperia columbia
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_leonardus,Hesperia leonardus,Hesperia_leonardus,Hesperia leonardus
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_sassacus,Hesperia sassacus,Hesperia_sassacus,Hesperia sassacus
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_dacotae,Hesperia dacotae,Hesperia_dacotae,Hesperia dacotae
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_lindseyi,Hesperia lindseyi,Hesperia_lindseyi,Hesperia lindseyi
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_juba,Hesperia juba,Hesperia_juba,Hesperia juba
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_comma,Hesperia comma,Hesperia_comma,Hesperia comma
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_assiniboia,Hesperia assiniboia,Hesperia_assiniboia,Hesperia assiniboia
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_colorado,Hesperia colorado,Hesperia_colorado,Hesperia colorado
Hesperiidae_Hesperiinae_Hesperiini_Hesperia_woodgatei,Hesperia woodgatei,Hesperia_woodgatei,Hesperia woodgatei
Hesperiidae_Hesperiinae_Hesperiini_Pseudocopaeodes_eunus,Pseudocopaeodes eunus,Pseudocopaeodes_eunus,Pseudocopaeodes eunus
Hesperiidae_Hesperiinae_Hesperiini_Atalopedes_campestris,Atalopedes campestris,Atalopedes_campestris,Atalopedes campestris
Hesperiidae_Hesperiinae_Hesperiini_Conga_chydaea,Conga chydaea,Conga_chydaea,Conga chydaea
Hesperiidae_Hesperiinae_Hesperiini_Nyctelius_nyctelius,Nyctelius nyctelius,Nyctelius_nyctelius,Nyctelius nyctelius
Hesperiidae_Hesperiinae_Carystini_Thracides_arcalaus,Thracides arcalaus,Thracides_arcalaus,Thracides arcalaus
Hesperiidae_Hesperiinae_Carystini_Thracides_phidon,Thracides phidon,Thracides_phidon,Thracides phidon
Hesperiidae_Hesperiinae_Thymelicini_Thymelicus_lineola,Thymelicus lineola,Thymelicus_lineola,Thymelicus lineola
Hesperiidae_Hesperiinae_Thymelicini_Oarisma_poweshiek,Oarisma poweshiek,Oarisma_poweshiek,Oarisma poweshiek
Hesperiidae_Hesperiinae_Thymelicini_Oarisma_garita,Oarisma garita,Oarisma_garita,Oarisma garita
Hesperiidae_Hesperiinae_Thymelicini_Oarisma_edwardsii,Oarisma edwardsii,Oarisma_edwardsii,Oarisma edwardsii
Hesperiidae_Hesperiinae_Thymelicini_Copaeodes_aurantiaca,Copaeodes aurantiaca,Copaeodes_aurantiaca,Copaeodes aurantiaca
Hesperiidae_Hesperiinae_Thymelicini_Copaeodes_minima,Copaeodes minima,Copaeodes_minima,Copaeodes minima
Hesperiidae_Hesperiinae_Moncini_Thargella_caura,Thargella caura,Thargella_caura,Thargella caura
Hesperiidae_Hesperiinae_Carystini_Saliana_fusta,Saliana fusta,Saliana_fusta,Saliana fusta
Hesperiidae_Hesperiinae_Carystini_Calpodes_ethlius,Calpodes ethlius,Calpodes_ethlius,Calpodes ethlius
Hesperiidae_Hesperiinae_Carystini_Saliana_antoninus,Saliana antoninus,Saliana_antoninus,Saliana antoninus
Hesperiidae_Hesperiinae_Carystini_Saliana_saladin,Saliana saladin,Saliana_saladin,Saliana saladin
Hesperiidae_Hesperiinae_Carystini_Saliana_severus,Saliana severus,Saliana_severus,Saliana severus
Hesperiidae_Hesperiinae_Carystini_Saliana_longirostris,Saliana longirostris,Saliana_longirostris,Saliana longirostris
Hesperiidae_Hesperiinae_Carystini_Saliana_triangularis,Saliana triangularis,Saliana_triangularis,Saliana triangularis
Hesperiidae_Hesperiinae_Carystini_Saliana_esperi,Saliana esperi,Saliana_esperi,Saliana esperi
Hesperiidae_Hesperiinae_Carystini_Zenis_jebus,Zenis jebus,Zenis_jebus,Zenis jebus
Hesperiidae_Hesperiinae_Carystini_Panoquina_evadnes,Panoquina evadnes,Panoquina_evadnes,Panoquina evadnes
Hesperiidae_Hesperiinae_Carystini_Panoquina_panoquin,Panoquina panoquin,Panoquina_panoquin,Panoquina panoquin
Hesperiidae_Hesperiinae_Carystini_Panoquina_fusina,Panoquina fusina,Panoquina_fusina,Panoquina fusina
Hesperiidae_Hesperiinae_Carystini_Panoquina_pauper,Panoquina pauper,Panoquina_pauper,Panoquina pauper
Hesperiidae_Hesperiinae_Carystini_Panoquina_errans,Panoquina errans,Panoquina_errans,Panoquina errans
Hesperiidae_Hesperiinae_Carystini_Panoquina_panoquinoides,Panoquina panoquinoides,Panoquina_panoquinoides,Panoquina panoquinoides
Hesperiidae_Hesperiinae_Carystini_Panoquina_lucas,Panoquina lucas,Panoquina_lucas,Panoquina lucas
Hesperiidae_Hesperiinae_Carystini_Panoquina_hecebolus,Panoquina hecebolus,Panoquina_hecebolus,Panoquina hecebolus
Hesperiidae_Hesperiinae_Carystini_Panoquina_ocola,Panoquina ocola,Panoquina_ocola,Panoquina ocola
Hesperiidae_Hesperiinae_Carystini_Turesis_complanula,Turesis complanula,Turesis_complanula,Turesis complanula
Hesperiidae_Hesperiinae_Carystini_Turesis_basta,Turesis basta,Turesis_basta,Turesis basta
Hesperiidae_Hesperiinae_Anthoptini_Synapte_syraces,Synapte syraces,Synapte_syraces,Synapte syraces
Hesperiidae_Hesperiinae_Anthoptini_Synapte_silius,Synapte silius,Synapte_silius,Synapte silius
Hesperiidae_Hesperiinae_Anthoptini_Synapte_malitiosa,Synapte malitiosa,Synapte_malitiosa,Synapte malitiosa
Hesperiidae_Hesperiinae_Anthoptini_Synapte_salenus,Synapte salenus,Synapte_salenus,Synapte salenus
Hesperiidae_Hesperiinae_Anthoptini_Synapte_pecta,Synapte pecta,Synapte_pecta,Synapte pecta
Hesperiidae_Hesperiinae_Moncini_Flaccilla_aecas,Flaccilla aecas,Flaccilla_aecas,Flaccilla aecas
Hesperiidae_Hesperiinae_Moncini_Mnasinous_patage,Mnasinous patage,Mnasinous_patage,Mnasinous patage
Hesperiidae_Hesperiinae_Anthoptini_Anthoptus_insignis,Anthoptus insignis,Anthoptus_insignis,Anthoptus insignis
Hesperiidae_Hesperiinae_Anthoptini_Anthoptus_epictetus,Anthoptus epictetus,Anthoptus_epictetus,Anthoptus epictetus
Hesperiidae_Hesperiinae_Anthoptini_Corticea_corticea,Corticea corticea,Corticea_corticea,Corticea corticea
Hesperiidae_Hesperiinae_Anthoptini_Corticea_lysias,Corticea lysias,Corticea_lysias,Corticea lysias
Hesperiidae_Hesperiinae_Hesperiini_Asbolis_capucinus,Asbolis capucinus,Asbolis_capucinus,Asbolis capucinus
Hesperiidae_Hesperiinae_Carystini_Tromba_xanthura,Tromba xanthura,Tromba_xanthura,Tromba xanthura
Hesperiidae_Hesperiinae_Carystini_Talides_alternata,Talides alternata,Talides_alternata,Talides alternata
Hesperiidae_Hesperiinae_Carystini_Talides_sergestus,Talides sergestus,Talides_sergestus,Talides sergestus
Hesperiidae_Hesperiinae_Carystini_Talides_cantra,Talides cantra,Talides_cantra,Talides cantra
Hesperiidae_Hesperiinae_Moncini_Enosis_immaculata,Enosis immaculata,Enosis_immaculata,Enosis immaculata
Hesperiidae_Hesperiinae_Moncini_Eutychide_paria,Eutychide paria,Eutychide_paria,Eutychide paria
Hesperiidae_Hesperiinae_Moncini_Callimormus_juventus,Callimormus juventus,Callimormus_juventus,Callimormus juventus
Hesperiidae_Hesperiinae_Moncini_Callimormus_saturnus,Callimormus saturnus,Callimormus_saturnus,Callimormus saturnus
Hesperiidae_Hesperiinae_Moncini_Callimormus_radiola,Callimormus radiola,Callimormus_radiola,Callimormus radiola
Hesperiidae_Hesperiinae_Moncini_Niconiades_incomptus,Niconiades incomptus,Niconiades_incomptus,Niconiades incomptus
Hesperiidae_Hesperiinae_Moncini_Niconiades_nikko,Niconiades nikko,Niconiades_nikko,Niconiades nikko
Hesperiidae_Hesperiinae_Moncini_Joanna_joanna,Joanna joanna,Joanna_joanna,Joanna joanna
Hesperiidae_Hesperiinae_Moncini_Tigasis_simplex,Tigasis simplex,Tigasis_simplex,Tigasis simplex
Hesperiidae_Hesperiinae_Moncini_Thoon_modius,Thoon modius,Thoon_modius,Thoon modius
Hesperiidae_Hesperiinae_Moncini_Halotus_jonaveriorum,Halotus jonaveriorum,Halotus_jonaveriorum,Halotus jonaveriorum
Hesperiidae_Hesperiinae_Moncini_Moeris_striga,Moeris striga,Moeris_striga,Moeris striga
Hesperiidae_Hesperiinae_Hesperiini_Cynea_irma,Cynea irma,Cynea_irma,Cynea irma
Hesperiidae_Hesperiinae_Hesperiini_Quinta_cannae,Quinta cannae,Quinta_cannae,Quinta cannae
Hesperiidae_Hesperiinae_Moncini_Onophas_columbaria,Onophas columbaria,Onophas_columbaria,Onophas columbaria
Hesperiidae_Hesperiinae_Hesperiini_Cynea_megalops,Cynea megalops,Cynea_megalops,Cynea megalops
Hesperiidae_Hesperiinae_Hesperiini_Cynea_cynea,Cynea cynea,Cynea_cynea,Cynea cynea
Hesperiidae_Hesperiinae_Moncini_Rhinthon_molion,Rhinthon molion,Rhinthon_molion,Rhinthon molion
Hesperiidae_Hesperiinae_Moncini_Rhinthon_osca,Rhinthon osca,Rhinthon_osca,Rhinthon osca
Hesperiidae_Hesperiinae_Hesperiini_Cynea_anthracinus,Cynea anthracinus,Cynea_anthracinus,Cynea anthracinus
Hesperiidae_Hesperiinae_Hesperiini_Cynea_diluta,Cynea diluta,Cynea_diluta,Cynea diluta
Hesperiidae_Hesperiinae_Moncini_Papias_subcostulata,Papias subcostulata,Papias_subcostulata,Papias subcostulata
Hesperiidae_Hesperiinae_Moncini_Enosis_angularis,Enosis angularis,Enosis_angularis,Enosis angularis
Hesperiidae_Hesperiinae_Moncini_Morys_geisa,Morys geisa,Morys_geisa,Morys geisa
Hesperiidae_Hesperiinae_Moncini_Morys_compta,Morys compta,Morys_compta,Morys compta
Hesperiidae_Hesperiinae_Moncini_Morys_valerius,Morys valerius,Morys_valerius,Morys valerius
Hesperiidae_Hesperiinae_Moncini_Lerema_lumina,Lerema lumina,Lerema_lumina,Lerema lumina
Hesperiidae_Hesperiinae_Moncini_Lerema_liris,Lerema liris,Lerema_liris,Lerema liris
Hesperiidae_Hesperiinae_Moncini_Lerema_accius,Lerema accius,Lerema_accius,Lerema accius
Hesperiidae_Hesperiinae_Moncini_Cymaenes_laureolus,Cymaenes laureolus,Cymaenes_laureolus,Cymaenes laureolus
Hesperiidae_Hesperiinae_Moncini_Cymaenes_alumna,Cymaenes alumna,Cymaenes_alumna,Cymaenes alumna
Hesperiidae_Hesperiinae_Moncini_Cymaenes_tripunctus,Cymaenes tripunctus,Cymaenes_tripunctus,Cymaenes tripunctus
Hesperiidae_Hesperiinae_Moncini_Cymaenes_odilia,Cymaenes odilia,Cymaenes_odilia,Cymaenes odilia
Hesperiidae_Hesperiinae_Moncini_Vettius_fantasos,Vettius fantasos,Vettius_fantasos,Vettius fantasos
Hesperiidae_Hesperiinae_Moncini_Papias_dictys,Papias dictys,Papias_dictys,Papias dictys
Hesperiidae_Hesperiinae_Moncini_Cobalopsis_nero,Cobalopsis nero,Cobalopsis_nero,Cobalopsis nero
Hesperiidae_Hesperiinae_Moncini_Cobalopsis_autumna,Cobalopsis autumna,Cobalopsis_autumna,Cobalopsis autumna
Hesperiidae_Hesperiinae_Moncini_Monca_crispinus,Monca crispinus,Monca_crispinus,Monca crispinus
Hesperiidae_Hesperiinae_Moncini_Monca_telata,Monca telata,Monca_telata,Monca telata
Hesperiidae_Hesperiinae_Moncini_Nastra_leucone,Nastra leucone,Nastra_leucone,Nastra leucone
Hesperiidae_Hesperiinae_Moncini_Vettius_coryna,Vettius coryna,Vettius_coryna,Vettius coryna
Hesperiidae_Hesperiinae_Moncini_Nastra_lherminier,Nastra lherminier,Nastra_lherminier,Nastra lherminier
Hesperiidae_Hesperiinae_Moncini_Nastra_julia,Nastra julia,Nastra_julia,Nastra julia
Hesperiidae_Hesperiinae_Hesperiini_Polites_origenes,Polites origenes,Polites_origenes,Polites origenes
Hesperiidae_Hesperiinae_Moncini_Vidius_perigenes,Vidius perigenes,Vidius_perigenes,Vidius perigenes
Hesperiidae_Hesperiinae_Moncini_Lerodea_arabus,Lerodea arabus,Lerodea_arabus,Lerodea arabus
Hesperiidae_Hesperiinae_Moncini_Lerodea_eufala,Lerodea eufala,Lerodea_eufala,Lerodea eufala
Hesperiidae_Hesperiinae_Hesperiini_Atrytonopsis_cestus,Atrytonopsis cestus,Atrytonopsis_cestus,Atrytonopsis cestus
Hesperiidae_Hesperiinae_Hesperiini_Atrytonopsis_python,Atrytonopsis python,Atrytonopsis_python,Atrytonopsis python
Hesperiidae_Hesperiinae_Hesperiini_Atrytonopsis_edwardsi,Atrytonopsis edwardsi,Atrytonopsis_edwardsi,Atrytonopsis edwardsi
Hesperiidae_Hesperiinae_Hesperiini_Atrytonopsis_pittacus,Atrytonopsis pittacus,Atrytonopsis_pittacus,Atrytonopsis pittacus
Hesperiidae_Hesperiinae_Hesperiini_Atrytonopsis_vierecki,Atrytonopsis vierecki,Atrytonopsis_vierecki,Atrytonopsis vierecki
Hesperiidae_Hesperiinae_Hesperiini_Atrytonopsis_lunus,Atrytonopsis lunus,Atrytonopsis_lunus,Atrytonopsis lunus
Hesperiidae_Hesperiinae_Hesperiini_Atrytonopsis_hianna,Atrytonopsis hianna,Atrytonopsis_hianna,Atrytonopsis hianna
Hesperiidae_Hesperiinae_Moncini_Vehilius_stictomenes,Vehilius stictomenes,Vehilius_stictomenes,Vehilius stictomenes
Hesperiidae_Hesperiinae_Moncini_Vehilius_inca,Vehilius inca,Vehilius_inca,Vehilius inca
Hesperiidae_Hesperiinae_Moncini_Mnasilus_allubita,Mnasilus allubita,Mnasilus_allubita,Mnasilus allubita
Hesperiidae_Hesperiinae_Moncini_Papias_phainis,Papias phainis,Papias_phainis,Papias phainis
Hesperiidae_Hesperiinae_Moncini_Saturnus_reticulata,Saturnus reticulata,Saturnus_reticulata,Saturnus reticulata
Hesperiidae_Hesperiinae_Moncini_Parphorus_decora,Parphorus decora,Parphorus_decora,Parphorus decora
Hesperiidae_Hesperiinae_Moncini_Parphorus_storax,Parphorus storax,Parphorus_storax,Parphorus storax
Hesperiidae_Hesperiinae_Moncini_Arita_arita,Arita arita,Arita_arita,Arita arita
Hesperiidae_Hesperiinae_Moncini_Methionopsis_ina,Methionopsis ina,Methionopsis_ina,Methionopsis ina
Hesperiidae_Hesperiinae_Moncini_Remella_remus,Remella remus,Remella_remus,Remella remus
Hesperiidae_Hesperiinae_Moncini_Remella_vopiscus,Remella vopiscus,Remella_vopiscus,Remella vopiscus
Hesperiidae_Hesperiinae_Moncini_Remella_rita,Remella rita,Remella_rita,Remella rita
Hesperiidae_Hesperiinae_Moncini_Mnasicles_hicetaon,Mnasicles hicetaon,Mnasicles_hicetaon,Mnasicles hicetaon
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_phylace,Amblyscirtes phylace,Amblyscirtes_phylace,Amblyscirtes phylace
Hesperiidae_Hesperiinae_Moncini_Naevolus_orius,Naevolus orius,Naevolus_orius,Naevolus orius
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_oslari,Amblyscirtes oslari,Amblyscirtes_oslari,Amblyscirtes oslari
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_exoteria,Amblyscirtes exoteria,Amblyscirtes_exoteria,Amblyscirtes exoteria
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_elissa,Amblyscirtes elissa,Amblyscirtes_elissa,Amblyscirtes elissa
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_carolina,Amblyscirtes carolina,Amblyscirtes_carolina,Mastor carolina
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_reversa,Amblyscirtes reversa,Amblyscirtes_reversa,Mastor reversa
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_hegon,Amblyscirtes hegon,Amblyscirtes_hegon,Mastor hegon
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_aesculapius,Amblyscirtes aesculapius,Amblyscirtes_aesculapius,Mastor aesculapius
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_nereus,Amblyscirtes nereus,Amblyscirtes_nereus,Amblyscirtes nereus
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_texanae,Amblyscirtes texanae,Amblyscirtes_texanae,Amblyscirtes texanae
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_tolteca,Amblyscirtes tolteca,Amblyscirtes_tolteca,Amblyscirtes tolteca
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_celia,Amblyscirtes celia,Amblyscirtes_celia,Amblyscirtes celia
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_belli,Amblyscirtes belli,Amblyscirtes_belli,Amblyscirtes belli
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_alternata,Amblyscirtes alternata,Amblyscirtes_alternata,Mastor alternata
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_aenus,Amblyscirtes aenus,Amblyscirtes_aenus,Amblyscirtes aenus
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_vialis,Amblyscirtes vialis,Amblyscirtes_vialis,Mastor vialis
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_eos,Amblyscirtes eos,Amblyscirtes_eos,Amblyscirtes eos
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_nysa,Amblyscirtes nysa,Amblyscirtes_nysa,Amblyscirtes nysa
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_anubis,Amblyscirtes anubis,Amblyscirtes_anubis,Amblyscirtes anubis
Hesperiidae_Hesperiinae_Moncini_Amblyscirtes_fimbriata,Amblyscirtes fimbriata,Amblyscirtes_fimbriata,Amblyscirtes fimbriata
Hesperiidae_Hesperiinae_Hesperiini_Atrytonopsis_deva,Atrytonopsis deva,Atrytonopsis_deva,Atrytonopsis deva
Hesperiidae_Hesperiinae_Moncini_Mnasitheus_chrysophrys,Mnasitheus chrysophrys,Mnasitheus_chrysophrys,Mnasitheus chrysophrys
Hesperiidae_Hesperiinae_Moncini_Mucia_zygia,Mucia zygia,Mucia_zygia,Mucia zygia
Hesperiidae_Hesperiinae_Hesperiini_Orthos_gabina,Orthos gabina,Orthos_gabina,Orthos gabina
Hesperiidae_Hesperiinae_Moncini_Vettius_tertianus,Vettius tertianus,Vettius_tertianus,Vettius tertianus
Hesperiidae_Hesperiinae_Moncini_Vinius_tryhana,Vinius tryhana,Vinius_tryhana,Vinius tryhana
Hesperiidae_Hesperiinae_Moncini_Phanes_aletes,Phanes aletes,Phanes_aletes,Phanes aletes
Hesperiidae_Hesperiinae_Moncini_Phanes_almoda,Phanes almoda,Phanes_almoda,Phanes almoda
Hesperiidae_Hesperiinae_Moncini_Pheraeus_covadonga,Pheraeus covadonga,Pheraeus_covadonga,Pheraeus covadonga
Hesperiidae_Hesperiinae_Carystini_Cobalus_fidicula,Cobalus fidicula,Cobalus_fidicula,Cobalus fidicula
Hesperiidae_Hesperiinae_Thymelicini_Adopaeoides_prittwitzi,Adopaeoides prittwitzi,Adopaeoides_prittwitzi,Adopaeoides prittwitzi
Hesperiidae_Hesperiinae_Thymelicini_Ancyloxypha_arene,Ancyloxypha arene,Ancyloxypha_arene,Ancyloxypha arene
Hesperiidae_Hesperiinae_Thymelicini_Ancyloxypha_numitor,Ancyloxypha numitor,Ancyloxypha_numitor,Ancyloxypha numitor
Hesperiidae_Heteropterinae__Piruna_pirus,Piruna pirus,Piruna_pirus,Piruna pirus
Hesperiidae_Heteropterinae__Piruna_ajijiciencis,Piruna ajijiciencis,Piruna_ajijiciencis,Piruna ajijiciencis
Hesperiidae_Heteropterinae__Piruna_purepecha,Piruna purepecha,Piruna_purepecha,Piruna purepecha
Hesperiidae_Heteropterinae__Piruna_brunnea,Piruna brunnea,Piruna_brunnea,Piruna brunnea
Hesperiidae_Heteropterinae__Piruna_polingii,Piruna polingii,Piruna_polingii,Piruna polingii
Hesperiidae_Heteropterinae__Piruna_roeveri,Piruna roeveri,Piruna_roeveri,Piruna roeveri
Hesperiidae_Heteropterinae__Piruna_aea,Piruna aea,Piruna_aea,Piruna aea
Hesperiidae_Heteropterinae__Carterocephalus_palaemon,Carterocephalus palaemon,Carterocephalus_palaemon,Carterocephalus palaemon
Hesperiidae_Heteropterinae__Dardarina_dardaris,Dardarina dardaris,Dardarina_dardaris,Dardarina dardaris
Hesperiidae_Eudaminae__Dyscophellus_phraxanor,Dyscophellus phraxanor,Dyscophellus_phraxanor,Dyscophellus phraxanor
Hesperiidae_Eudaminae__Ocyba_calathana,Ocyba calathana,Ocyba_calathana,Ocyba calathana
Hesperiidae_Eudaminae__Dyscophellus_porcius,Dyscophellus porcius,Dyscophellus_porcius,Dyscophellus porcius
Hesperiidae_Eudaminae__Dyscophellus_ramusis,Dyscophellus ramusis,Dyscophellus_ramusis,Dyscophellus ramusis
Hesperiidae_Eudaminae__Phocides_urania,Phocides urania,Phocides_urania,Phocides urania
Hesperiidae_Eudaminae__Phocides_polybius,Phocides polybius,Phocides_polybius,Phocides polybius
Hesperiidae_Eudaminae__Phocides_belus,Phocides belus,Phocides_belus,Phocides belus
Hesperiidae_Eudaminae__Phocides_pigmalion,Phocides pigmalion,Phocides_pigmalion,Phocides pigmalion
Hesperiidae_Eudaminae__Nascus_solon,Nascus solon,Nascus_solon,Nascus solon
Hesperiidae_Eudaminae__Nascus_broteas,Nascus broteas,Nascus_broteas,Nascus broteas
Hesperiidae_Eudaminae__Nascus_phocus,Nascus phocus,Nascus_phocus,Nascus phocus
Hesperiidae_Eudaminae__Nascus_phintias,Nascus phintias,Nascus_phintias,Nascus phintias
Hesperiidae_Eudaminae__Pseudonascus_paulliniae,Pseudonascus paulliniae,Pseudonascus_paulliniae,Pseudonascus paulliniae
Hesperiidae_Eudaminae__Nicephellus_nicephorus,Nicephellus nicephorus,Nicephellus_nicephorus,Nicephellus nicephorus
Hesperiidae_Eudaminae__Bungalotis_astylos,Bungalotis astylos,Bungalotis_astylos,Bungalotis astylos
Hesperiidae_Eudaminae__Bungalotis_quadratum,Bungalotis quadratum,Bungalotis_quadratum,Bungalotis quadratum
Hesperiidae_Eudaminae__Bungalotis_erythus,Bungalotis erythus,Bungalotis_erythus,Bungalotis erythus
Hesperiidae_Eudaminae__Hyalothyrus_neleus,Hyalothyrus neleus,Hyalothyrus_neleus,Hyalothyrus neleus
Hesperiidae_Eudaminae__Telemiades_amphion,Telemiades amphion,Telemiades_amphion,Telemiades amphion
Hesperiidae_Eudaminae__Telemiades_nicomedes,Telemiades nicomedes,Telemiades_nicomedes,Telemiades nicomedes
Hesperiidae_Eudaminae__Telemiades_megallus,Telemiades megallus,Telemiades_megallus,Telemiades megallus
Hesperiidae_Eudaminae__Polygonus_savigny,Polygonus savigny,Polygonus_savigny,Polygonus savigny
Hesperiidae_Eudaminae__Polygonus_leo,Polygonus leo,Polygonus_leo,Polygonus leo
Hesperiidae_Eudaminae__Telemiades_avitus,Telemiades avitus,Telemiades_avitus,Telemiades avitus
Hesperiidae_Eudaminae__Polythrix_mexicanus,Polythrix mexicanus,Polythrix_mexicanus,Polythrix mexicanus
Hesperiidae_Eudaminae__Polythrix_asine,Polythrix asine,Polythrix_asine,Polythrix asine
Hesperiidae_Eudaminae__Polythrix_caunus,Polythrix caunus,Polythrix_caunus,Polythrix caunus
Hesperiidae_Eudaminae__Polythrix_kanshul,Polythrix kanshul,Polythrix_kanshul,Polythrix kanshul
Hesperiidae_Eudaminae__Polythrix_octomaculata,Polythrix octomaculata,Polythrix_octomaculata,Polythrix octomaculata
Hesperiidae_Eudaminae__Drephalys_dumeril,Drephalys dumeril,Drephalys_dumeril,Drephalys dumeril
